,C4H73AC = Exercise/Activity A – Coded,C4H73AS = Seasonal exercise/activity A?,C4H73AFD = How many times per day do you do exercise/activity A?,C4H73AFW = How many days per week do you do exercise/activity A?,C4H73AM = What is the average number of minutes/session that you do exercise/activity A?,C4H73AI = What is the intensity of exercise/activity A?,C4H73BC = Exercise/Activity B – Coded,C4H73BS = Seasonal exercise/activity B?,C4H73BFD = How many times per day do you do exercise/activity B?,C4H73BFW = How many days per week do you do exercise/activity B?,C4H73BM = What is the average number of minutes/session that you do exercise/activity B?,C4H73BI = What is the intensity of exercise/activity B?,C4H73CC = Exercise/Activity C – Coded,C4H73CS = Seasonal exercise/activity C?,C4H73CFD = How many times per day do you do exercise/activity C?,C4H73CFW = How many days per week do you do exercise/activity C?,C4H73CM = What is the average number of minutes/session that you do exercise/activity C?,C4H73CI = What is the intensity of exercise/activity C?,C4H73DC = Exercise/Activity D – Coded,C4H73DS = Seasonal exercise/activity D?,C4H73DFD = How many times per day do you do exercise/activity D?,C4H73DFW = How many days per week do you do exercise/activity D?,C4H73DM = What is the average number of minutes/session that you do exercise/activity D?,C4H73DI = What is the intensity of exercise/activity D?,C4H73EC = Exercise/Activity E – Coded,C4H73ES = Seasonal exercise/activity E?,C4H73EFD = How many times per day do you do exercise/activity E?,C4H73EFW = How many days per week do you do exercise/activity E?,C4H73EM = What is the average number of minutes/session that you do exercise/activity E?,C4H73EI = What is the intensity of exercise/activity E?,C4H73FC = Exercise/Activity F – Coded,C4H73FS = Seasonal exercise/activity F?,C4H73FFD = How many times per day do you do exercise/activity F?,C4H73FFW = How many days per week do you do exercise/activity F?,C4H73FM = What is the average number of minutes/session that you do exercise/activity F?,C4H73FI = What is the intensity of exercise/activity F?,C4H73GC = Exercise/Activity G – Coded,C4H73GS = Seasonal exercise/activity G?,C4H73GFD = How many times per day do you do exercise/activity G?,C4H73GFW = How many days per week do you do exercise/activity G?,C4H73GM = What is the average number of minutes/session that you do exercise/activity G?,C4H73GI = What is the intensity of exercise/activity G?,C1PA26 = Ever had cancer,C1PA28AA = Age breast cancer diagnosed,C4H1P = Have you ever had cancer?,Family history of breast cancer,C1PA24 = High blood pressure ever diagnosed,C1PA24A = Number years ago told high blood pressure,C1PA24B = Ever taken high blood pressure medicine,C1PA24EC = High blood pressure therapy - Exercise,C4H1A = Have you ever had heart disease?,C4H1B = Have you ever had high blood pressure?,C4H1C = Have you ever had circulation problems?,C4H1D = Have you ever had blood clots?,C4H1E = Have you ever had a heart murmur?,C4H1F = Have you ever had a TIA (mini-stroke) or stroke?,C4H1H = Have you ever had cholesterol problems?,C4P1F1D = BP (sitting) 1 diastolic,C4P1F2S = BP (sitting) 2 systolic,C4P1F2D = BP (sitting) 2 diastolic,C4P1F3S = BP (sitting) 3 systolic,C4P1F3D = BP (sitting) 3 diastolic,C4P1GS = Average BP (sitting) systolic,C4P1GD = Average BP (sitting) diastolic,C4P1GS23 = Average of 2nd and 3rd systolic BPs,C4P1GD23 = Average of 2nd and 3rd diastolic BPs,C4BCHOL = Blood Total Cholesterol (mg/dL),C4BTRIGL = Blood Triglycerides (mg/dL),C4BHDL = Blood HDL Cholesterol (mg/dL),C4BLDL = Blood LDL Cholesterol (mg/dL),C4BRTHDL = Blood Ratio Total / HDL Cholesterol,Family history of stroke,Family history of circulation problems,Family history of high blood pressure,Family history of heart disease
C4H73EFW = How many days per week do you do exercise/activity E?,0.10737315335803847,0.08272057216719357,0.08326407781373249,0.08532665465505218,0.07619657577819094,0.10046652549939517,0.1290635059116983,0.13229433562037515,0.12732372382466767,0.12424462834873887,0.1304575804585512,0.1474736000013302,0.1752715503801059,0.20116963469295873,0.18292982383393497,0.18362677801610938,0.2084154039073704,0.19027430214467728,0.6097288088600549,0.6003048579827375,0.6027712747229144,0.6029837415716506,0.6049666686388835,0.6263197131661656,0.997860845501269,0.9992009831317799,0.9997679437697118,1.0,0.9903293618229295,0.9928570610827202,0.6282955176986434,0.6285866806473716,0.6285872844048528,0.6282652364409728,0.6251921529636261,0.6244106947447859,0.388855533264547,0.3888541421151032,0.388950168631248,0.3889269493375738,0.3888239738483402,0.38771175171974526,-0.10852224207116117,0.04356397606797258,-0.09384380536898551,-0.03401382184953924,0.009792372371958314,0.011331676087680551,0.009851739155790955,0.03898477675092615,-0.017691039289664204,-0.14271332841268503,-0.05549301843170188,0.02552142643643508,0.000716515793390596,0.02521841814932051,-0.05288431119704025,-0.05644983783319205,0.058277779912501076,-0.04667978817244909,0.03615636412285261,-0.04397358708935611,0.03849041661185561,-0.04891329662800941,0.047084972583159516,-0.044289226569773174,-0.08813132396803683,-0.04936959694385209,-0.047278394547345524,-0.08363142484095677,-0.051494953696240756,0.061808902722333386,0.08189166208847172,0.12082026559203926,0.0594971438001012
C4H73EM = What is the average number of minutes/session that you do exercise/activity E?,0.10626519067664224,0.08226103816329443,0.08241547810285124,0.0845811076699985,0.07620277838456863,0.0992882402246307,0.12848701931209347,0.13188738526060362,0.12615918639049892,0.12299229574109537,0.13110981943407718,0.14520927723119623,0.17442972943504736,0.19937587432928205,0.1812399000310408,0.18219931151273072,0.20661312860268632,0.19044129665023868,0.6043555583376308,0.5958119303162642,0.5972102231282372,0.5973583387950852,0.6011651546681053,0.6199236935237258,0.9897300800711094,0.9909127845424621,0.9907201759969247,0.9903293618229295,1.0,0.98556056427217,0.615183128697887,0.6165994361892021,0.6164530021901674,0.61607325008108,0.6149275272694307,0.6119796929948015,0.37173503377141154,0.37155948393560945,0.3707411401131412,0.372267907437387,0.3700273894277744,0.36711661633261794,-0.10529638215709344,0.04933691250597062,-0.08868679417576696,-0.04088815998766397,0.010335886631606539,0.011823996527287719,0.010472374570455812,0.0421339961804888,-0.029405884770013758,-0.13925903103087367,-0.053097420120328594,0.020615088148777997,0.004058491169083984,0.02907051220271244,-0.057177399385606974,-0.06564169692100186,0.052147365418989025,-0.05110130805701898,0.030115356598415476,-0.05088257407847945,0.03229776501200988,-0.055809374316888455,0.04093985713106271,-0.050067755119496626,-0.09427688483166446,-0.05220968678933117,-0.051038584199805,-0.08878885515089399,-0.05432279786584839,0.054171654338888174,0.08531954161285298,0.11865024997254935,0.06598283158966264
C4H73EI = What is the intensity of exercise/activity E?,0.10521111956983152,0.0818687300294889,0.08230772538992087,0.08468305447940874,0.07731653394174699,0.09775149604111663,0.12830271165258664,0.13149181280337907,0.12638587263689244,0.12327484724244449,0.13077884283417537,0.14730210830409554,0.17372786430960188,0.1995532026775236,0.18152968969155678,0.18244077464960132,0.20744129427064623,0.18898791977427815,0.6056610466534692,0.5957248462980502,0.5983936425017605,0.5985586705248482,0.6011759919320807,0.6248882852874966,0.9926876466546105,0.9903022929506821,0.9925024830656075,0.9928570610827202,0.98556056427217,1.0,0.6171035906209823,0.6163982376784742,0.6162902691173269,0.6162706664171708,0.6142007613314041,0.6140249106338298,0.3959315743890279,0.3960866566251534,0.39628590747932313,0.3953938137726741,0.3968735426051711,0.3950954905677703,-0.1085743449161669,0.043965427908204104,-0.08734595528384337,-0.03680775666281921,0.008064715565134543,0.009909185320007443,0.008384915698340637,0.042035152417677336,-0.023413317422708888,-0.14066201114344914,-0.0493202364927389,0.02749831384614778,0.001984115332402149,0.03460065063740308,-0.047450984355015546,-0.05365960984686138,0.060932653730048504,-0.042109881622478924,0.039259526907071525,-0.040504727946116,0.0406443568427827,-0.04472480036200082,0.050039353501912,-0.03989010820764091,-0.080538090970157,-0.03980294441665329,-0.037630112542179274,-0.07585997265142326,-0.04238330661330421,0.06689615781786906,0.08864398631874161,0.12434793406684697,0.05871602644061954
C4H73FC = Exercise/Activity F – Coded,0.0640800369761315,0.05202046916687251,0.054299577333188534,0.05615667990874776,0.03222905745946317,0.056900227983988826,0.07791209623454233,0.08364725610604004,0.0803939435265085,0.07808411637550351,0.09087582474865934,0.09814469728695856,0.11150393764611238,0.12426158394224654,0.11544007157067113,0.11883787472277108,0.12351344168969845,0.12151637029279108,0.3825591009045709,0.38023990338954655,0.38086381114283824,0.37845215117868675,0.38843990854850646,0.38608474810299226,0.6358287551249534,0.6315312855424334,0.630204763436388,0.6282955176986434,0.615183128697887,0.6171035906209823,1.0,0.9993973944343246,0.9992088881607829,0.9988032511024526,0.9966021287205685,0.9908014652614207,0.6257026935112598,0.6256652617842081,0.6260042260569554,0.6256780814919882,0.6257601572723703,0.6246098020432912,-0.059220579445103456,0.04215826056774115,-0.06693073770604269,-0.033306087953499104,0.013693537120026765,0.013707062983637053,0.012431705662270488,0.025575328398794374,-0.024978070019061133,-0.10505481762410873,-0.0995768310283383,0.06438664846247165,0.007821969824700892,-0.024721583121848467,-0.09071114316816316,-0.036666484008103566,0.03304454529465239,-0.03479177404808475,0.03389561043857827,-0.041497687573348846,0.03505071489010021,-0.03919713187232688,0.033269167884595365,-0.03775939896208147,-0.11923082569156197,-0.09367624187260717,-0.08030566960617942,-0.12086650149495011,-0.09816077128738046,0.017230054491407572,0.04754972681205967,0.01695715873371884,0.018109156939441293
C4H73FS = Seasonal exercise/activity F?,0.0642482143250529,0.05209992824199414,0.05432828154216573,0.05606734280277196,0.033089571417892545,0.05740867364205575,0.07812414252466708,0.08384121044513253,0.08043644191542396,0.0780761475257624,0.09114407042451114,0.09828700933391506,0.11165063262557072,0.12442125942002785,0.11550608810836226,0.11888210292729955,0.12349560527385343,0.12172208919650987,0.38314130740699165,0.380592530646568,0.3810651459407097,0.37867588581910766,0.388732094601048,0.3855261173024517,0.6362840613887123,0.632083477780083,0.6306053825285984,0.6285866806473716,0.6165994361892021,0.6163982376784742,0.9993973944343246,1.0,0.9997214889466699,0.9990733534611336,0.9952442219568614,0.9922571985512201,0.6196033382936599,0.6196669501329412,0.6195837031153119,0.6196293575959896,0.6196281969548466,0.6168135476349033,-0.05852437706952971,0.04645129857070883,-0.06607461828592676,-0.034312275665312926,0.013505470426038212,0.013582713561515773,0.01224716798091909,0.025422172725704253,-0.02488859817657911,-0.10488012765148187,-0.0966839989169151,0.06145970943263047,0.005937665144518647,-0.024734651611936682,-0.08990251443614282,-0.037232736084792294,0.032574832517036245,-0.034866168599720464,0.033794242231124226,-0.042181851799262655,0.03473388306154438,-0.039871136686961316,0.03296903231034759,-0.03814105398460907,-0.11712861070201205,-0.09098088777471591,-0.07810669967326514,-0.11863048968923855,-0.09548326352398286,0.014740097606916618,0.04676742349758881,0.015382492055083262,0.01652274993890397
C4H73FFD = How many times per day do you do exercise/activity F?,0.06406389502481996,0.0520972126902125,0.05434028690796095,0.056104499763517404,0.03306162965217328,0.0572539455742087,0.07826615486883896,0.08379082073144015,0.08045421661547054,0.07810799355664898,0.09106200801278583,0.09826128591045266,0.11173345222646082,0.12441385377026264,0.11553419799957157,0.11889518313920104,0.12379709257529448,0.12167077130323746,0.3829827402093569,0.3806268630956601,0.38114935303026104,0.3788503427633427,0.3888231256251442,0.3861558496447472,0.6365907314233755,0.632260344614256,0.6307112902187266,0.6285872844048528,0.6164530021901674,0.6162902691173269,0.9992088881607829,0.9997214889466699,1.0,0.999727775579433,0.9937692510812772,0.9937144471014346,0.6237310246035539,0.623711269273424,0.6239406502925983,0.6237129135111519,0.6237525946353335,0.6222032571426926,-0.05783097294325368,0.048921042780272,-0.0654818411053893,-0.032905382658741086,0.01279114181748588,0.012825859071551047,0.011508837229095783,0.024884806563843655,-0.025272983786029792,-0.10567535823368389,-0.09643574361653408,0.062161646372997724,0.006693097550096077,-0.02474011743069628,-0.09069086760872389,-0.03647045117604558,0.03282673229039944,-0.034820993693626366,0.03392260343330042,-0.04155586671875095,0.035025210554035464,-0.03941032678902926,0.03316359021343041,-0.03779367592031214,-0.11626271911245115,-0.09015151251319724,-0.07737508863509802,-0.11777097235707595,-0.0946286475409167,0.015408959764408836,0.046058484866022105,0.014824988837051844,0.01596112472396437
C4H73FFW = How many days per week do you do exercise/activity F?,0.06377990744823185,0.05208425552687206,0.054321862452149816,0.05613164794944832,0.032788881587903655,0.05688160780875978,0.07844589981208115,0.08369226531315342,0.08042693804844071,0.07811059528564063,0.09096189608226922,0.09802958098684333,0.11170174285910607,0.12438619174148707,0.11548691511387738,0.11885949203778141,0.12400635225627575,0.12153030692631671,0.3824972196098682,0.38040374948814065,0.38102012166598215,0.378821796787384,0.38860177740945545,0.38646073501701694,0.6366889992103643,0.6319125055601782,0.6304568875095942,0.6282652364409728,0.61607325008108,0.6162706664171708,0.9988032511024526,0.9990733534611336,0.999727775579433,1.0,0.9924270352627469,0.9952169320798189,0.6219102324240814,0.621839212395936,0.6222696560943328,0.6217626392473641,0.6219916587371157,0.6212105637321684,-0.05714096322314281,0.050484756034945,-0.06470437897224374,-0.030728451465444596,0.011659056520911294,0.01161317705586755,0.010370290414517782,0.023606524548769874,-0.02579596652492205,-0.10690887326611499,-0.09898752121858546,0.06399778691866116,0.007306973349914853,-0.024731729120175225,-0.09212940873874231,-0.036708888829165495,0.032898894018568485,-0.03564561087228417,0.03388955579729578,-0.041887711749908234,0.0351108466576821,-0.03990165514901881,0.03317618197098208,-0.03838434033543302,-0.11672619368553937,-0.09069236475515367,-0.07783441016084297,-0.11821387527793749,-0.09517793641820417,0.016487549300159183,0.046464460784977894,0.01612901882304835,0.01727497763912799
C4H73FM = What is the average number of minutes/session that you do exercise/activity F?,0.0644057246555682,0.051798577595501966,0.054009781408924214,0.05597159310292722,0.032060696439894135,0.057354353717187403,0.07725961383541598,0.08328115546524655,0.0799648824119706,0.0776609593116707,0.09019761677802364,0.09726730217857614,0.11058648165765066,0.12348974902724766,0.11481975851696977,0.11826087358457386,0.12196794596703428,0.12128000070220274,0.3803062149575461,0.378363954837716,0.3788311474355051,0.3762578122037407,0.38600734120821734,0.3832285849593521,0.6316891088965323,0.6281225461743544,0.6268867017947143,0.6251921529636261,0.6149275272694307,0.6142007613314041,0.9966021287205685,0.9952442219568614,0.9937692510812772,0.9924270352627469,1.0,0.9788562732587243,0.6385263575177699,0.6384512414423907,0.6378673006602656,0.6388083648760104,0.6374692644875181,0.6337433441878598,-0.06187806148676309,0.030674421877846542,-0.06948386574975664,-0.03687465778502119,0.015156334351336613,0.015104506727417099,0.013893698030695182,0.028904874508440568,-0.025783471783715102,-0.10327065022294149,-0.09938126915677122,0.06095639390925789,0.009264779791171613,-0.024589644451568887,-0.09261603837264208,-0.03776231722666668,0.03398127326627892,-0.03435538718976706,0.03458772796537951,-0.04185973624141489,0.035576229750748936,-0.03961913346689399,0.0341157824030621,-0.03782689577474151,-0.12253612536921912,-0.0961346759946262,-0.08295396277944828,-0.12385080603324332,-0.10063302831260923,0.015519146760062212,0.04929872387878469,0.018276667320380285,0.019433512709464817
C4H73FI = What is the intensity of exercise/activity F?,0.06236325697443424,0.05178529332840202,0.05398602465411798,0.05566088045139284,0.03448148183671892,0.05595377346806076,0.07861900101016382,0.0831998866521751,0.07992970904049874,0.07759985977573686,0.09088766064280254,0.09739523952164246,0.11148983837336349,0.12390357954612369,0.11471458051472196,0.11809613058530859,0.12452433415656892,0.11989640503026971,0.3800104422146919,0.37795244488758584,0.3786645146803264,0.3767271378584585,0.386569580619597,0.38418947240098555,0.6339556754295635,0.6272907892945322,0.6265537009465232,0.6244106947447859,0.6119796929948015,0.6140249106338298,0.9908014652614207,0.9922571985512201,0.9937144471014346,0.9952169320798189,0.9788562732587243,1.0,0.5878046602843007,0.5878574046897496,0.5886674121812454,0.587472172914934,0.5887726475063967,0.5886847485315462,-0.05377035478608004,0.0623656698175903,-0.060223256066018645,-0.027531721765647502,0.009592709784830303,0.009535162390342092,0.00832012441148826,0.020433958775631023,-0.02664612658436237,-0.10851178586282727,-0.09784840678308951,0.06751085549740012,0.0029639216622190014,-0.024578828444935207,-0.09099730549481896,-0.042618484438353615,0.030088449387509,-0.042115297513935904,0.03132001522732362,-0.04795025513987873,0.0326002922640678,-0.04621770083993572,0.03037617395600454,-0.04468164188055364,-0.1080485990385619,-0.08130274307246813,-0.0685408592768705,-0.10939536951768611,-0.08606646164205649,0.018333312173292503,0.04604382607645339,0.018784363221803112,0.01994472151060027
C4H73GC = Exercise/Activity G – Coded,0.04044704900501826,0.02986184767441867,0.033882724031058284,0.036051212720641566,0.026843091000775053,0.038107994643282114,0.049466032850128024,0.05002706462603962,0.050165506548284645,0.049815778363113676,0.05407007650103825,0.07141880758532551,0.0703087294005857,0.073844403808144,0.07222992805579423,0.07478593134459087,0.08083975564027089,0.07878574331077344,0.22951831671432552,0.23613723510773843,0.2376575295823249,0.23716488549322748,0.2396603913246849,0.24921323596548153,0.3953539512161777,0.39238999865569907,0.3927514411185038,0.388855533264547,0.37173503377141154,0.3959315743890279,0.6257026935112598,0.6196033382936599,0.6237310246035539,0.6219102324240814,0.6385263575177699,0.5878046602843007,1.0,0.9999739895345275,0.9997179205366488,0.9998495646161862,0.9995666100036588,0.9950756515388951,-0.06239883250330994,-0.010958762592013394,-0.06965663838461911,-0.020564921983847045,0.008102289119322335,0.005807478163603181,0.007617556700687042,0.051398064534474396,-0.028301495234205505,-0.05719400894032837,0.03649611218715151,0.03529789343184234,0.006052826051560973,-0.015426171246023447,-0.04448933477777545,0.005754178833637243,0.04369013511149432,-0.008798285039429317,0.03699495789455694,0.008982274423706691,0.04011360062537763,0.003061099804206735,0.0409368342088358,0.0007306933977716944,-0.015515865720595415,0.00571706234614658,0.007230882290542254,-0.014355488749839627,0.0032104586238278516,0.016713619514330775,0.020716987665342437,-0.0322016771723397,-0.03181645964460905
C4H73GS = Seasonal exercise/activity G?,0.04048082628192127,0.029848495653540794,0.03388189836004115,0.03604439711704449,0.02682040486080052,0.03811639490945472,0.049474272662724826,0.05003787085270205,0.05016428409035098,0.04981287143325768,0.054120639671878135,0.07151031409133903,0.07029978227230939,0.073850222690295,0.07222816792109808,0.07478310142388817,0.08081736090805135,0.07879875120512604,0.22957325244499488,0.2361269004354355,0.2376517382258196,0.23715934481329518,0.23964967255825434,0.24911078263660444,0.3953255466170714,0.3923537249539269,0.39274925349209705,0.3888541421151032,0.37155948393560945,0.3960866566251534,0.6256652617842081,0.6196669501329412,0.623711269273424,0.621839212395936,0.6384512414423907,0.5878574046897496,0.9999739895345275,1.0,0.9996935589147317,0.999807297010885,0.9996929116124905,0.9948256311136972,-0.062431659309115886,-0.010958495543453512,-0.06965494095712164,-0.020731179345441143,0.008040887846762294,0.005754198005519352,0.007560277208080134,0.05141856486871374,-0.028300805569338634,-0.05709405055353197,0.036634723919437305,0.035475739078328364,0.005536663255740292,-0.015425795333434692,-0.043970138414681545,0.005772864263999838,0.04370226571890605,-0.008721358544661943,0.0370513784717085,0.008999648067736897,0.04011959235069255,0.0031222617922509154,0.04097021958500316,0.0007867359111762108,-0.015467971825237537,0.005718775447196917,0.007224437850990557,-0.014307616053375006,0.00321923632265988,0.01650103134758955,0.020962678622294874,-0.0322008924659058,-0.03181568432534648
C4H73GFD = How many times per day do you do exercise/activity G?,0.04044042379410044,0.029851680168679368,0.03389228434843894,0.03611766485127665,0.026552368321198127,0.03788323399992631,0.04941965253235287,0.04998605791884026,0.050179661200186666,0.049832286014125454,0.05404979340543137,0.07155643125910775,0.0703213877249994,0.07382627460012552,0.07225030838400942,0.0747965640809275,0.08089989818260128,0.07869776878639015,0.22957096838532556,0.23612078156124783,0.23772458680619346,0.2372633919160365,0.2397960329511721,0.24977650353694147,0.3953807805124598,0.39248773838296547,0.39283157104464766,0.388950168631248,0.3707411401131412,0.39628590747932313,0.6260042260569554,0.6195837031153119,0.6239406502925983,0.6222696560943328,0.6378673006602656,0.5886674121812454,0.9997179205366488,0.9996935589147317,1.0,0.9996761351688063,0.9997314467271006,0.9970231864414163,-0.06233931909036089,-0.010961854706106179,-0.0696762926358535,-0.020271069943114634,0.007650983344698654,0.005360722755557329,0.0071533308176388154,0.05039168659303323,-0.028309480757345185,-0.05793780207410081,0.035476540622370455,0.03716475991974216,0.006080549039362116,-0.015430523879918579,-0.04424259989249288,0.006512535461534617,0.043673762471562495,-0.008498582932358754,0.03704666479344517,0.009550153540223157,0.04019030271906838,0.003685047227454662,0.040966082028589486,0.0011945657154770084,-0.015230748527939708,0.005704999963516656,0.007354517341100934,-0.01418611161544031,0.0032074806230609413,0.018284764560247104,0.02142733327600778,-0.03221076316712781,-0.03182543694678363
C4H73GFW = How many days per week do you do exercise/activity G?,0.04052884700089727,0.029900543268844067,0.03388130782948987,0.03604614086596322,0.026977943890936253,0.038276660093331825,0.04945647506616987,0.05005754616244564,0.05016340977268347,0.04982790126287355,0.054044406635276564,0.07140883209879995,0.07038625112364329,0.07384458376029054,0.0722269090500816,0.07478743106028608,0.08080783622303427,0.07875637191383071,0.22962358740981134,0.23617114080387774,0.23764759617302142,0.23714921891797625,0.2396895993472452,0.2491614956280164,0.39509468614677146,0.39245389559634697,0.3927449768998595,0.3889269493375738,0.372267907437387,0.3953938137726741,0.6256780814919882,0.6196293575959896,0.6237129135111519,0.6217626392473641,0.6388083648760104,0.587472172914934,0.9998495646161862,0.999807297010885,0.9996761351688063,1.0,0.9993112480209546,0.9954284767675428,-0.06241572041315551,-0.010958304546882286,-0.06965372693510184,-0.021166331765326694,0.0083537615029527,0.006051373287645892,0.007874080295572275,0.05138228740025036,-0.028300312312138576,-0.057363807791034685,0.03625088267604767,0.03447595803782753,0.0062220579711997,-0.01542552647590726,-0.045188953507025814,0.005529200259752658,0.043437082363269194,-0.008829871629116599,0.036818948965141415,0.008738406657417193,0.03991870212633276,0.002883648454938792,0.04072272978256088,0.0005939186184945248,-0.015694928887440267,0.00572053572144106,0.0071971881061049965,-0.014495409139741067,0.0032052902584288764,0.017083594356672862,0.020773957720458525,-0.03220033123375257,-0.03181512980701975
C4H73GM = What is the average number of minutes/session that you do exercise/activity G?,0.040483361786061135,0.029790473300547293,0.03388318246455113,0.03608707177880716,0.026448626029667396,0.03783720457873783,0.04944309686260634,0.04999496677219464,0.050166185287939195,0.049806595848493354,0.05419356790752829,0.07178252354236324,0.07024167018886397,0.07383010018845478,0.07223090532722574,0.07477252156847201,0.08083280457944071,0.07874378505491116,0.22961663254040512,0.23603164977550312,0.23766074509035998,0.23719967405559908,0.2396900209565552,0.2494102037571794,0.39535929319491037,0.3922689411517964,0.3927446492196606,0.3888239738483402,0.3700273894277744,0.3968735426051711,0.6257601572723703,0.6196281969548466,0.6237525946353335,0.6219916587371157,0.6374692644875181,0.5887726475063967,0.9995666100036588,0.9996929116124905,0.9997314467271006,0.9993112480209546,1.0,0.9957398252023735,-0.06241535295219847,-0.010958910864147823,-0.0696575808394232,-0.02044332715484383,0.007402758995332414,0.005138581435070791,0.006915348219798146,0.050562644511478065,-0.028301878153633712,-0.057478861646282166,0.03609454185758962,0.03785641457623078,0.004575304988799275,-0.01542637996222803,-0.04247752527693324,0.006591876916234266,0.04383217062194861,-0.00830458707096416,0.03727962027422432,0.009657156618876929,0.04029156463251647,0.003871995753853141,0.041157651707621125,0.0013653069979393435,-0.01503652177155303,0.00570818567289418,0.007338719889007225,-0.013999136306226604,0.0032339270927251645,0.017325384391836143,0.02198403918319637,-0.03220211286125684,-0.03181689012153017
C4H73GI = What is the intensity of exercise/activity G?,0.040112409755863665,0.029763640942277583,0.033791393336859536,0.036203403427412593,0.025686239626551328,0.03703055061073713,0.04905169589031114,0.049620444818638386,0.05003028570436172,0.04969872272764407,0.05355345936581605,0.07127842179011626,0.07012283058994875,0.07345715640241984,0.07203523268640066,0.07454732438635903,0.08086036436128781,0.0780704390208013,0.22858329436554947,0.23519177501242067,0.23701692503298336,0.23664973788823368,0.2393055857017059,0.2509224168551775,0.39403573234109834,0.391399318313656,0.3915384255869799,0.38771175171974526,0.36711661633261794,0.3950954905677703,0.6246098020432912,0.6168135476349033,0.6222032571426926,0.6212105637321684,0.6337433441878598,0.5886847485315462,0.9950756515388951,0.9948256311136972,0.9970231864414163,0.9954284767675428,0.9957398252023735,1.0,-0.06177271643221437,-0.01092922330838985,-0.06946887930322432,-0.01858256660575304,0.0065541799904877225,0.0042503955111332925,0.006001870047878341,0.04711722357238156,-0.02822520871119057,-0.06036062270832387,0.03169775203072463,0.041769524681270445,0.008427481165991523,-0.015384590087216723,-0.04563899685232592,0.008654209933897743,0.043400122585156006,-0.007917101545755712,0.03680463878624637,0.011120580241590045,0.040233697073997765,0.005250685934060757,0.04074418015144717,0.0023177234077964345,-0.014537416395675257,0.005639241530146216,0.007721075515910267,-0.01384018566327356,0.003147147948672839,0.023817236157451675,0.022361585620996088,-0.032114877730599824,-0.03173069855457288
C1PA26 = Ever had cancer,0.09095291290142934,0.16280120221816582,0.1628878598941953,0.15534824543726927,0.16583374978991652,0.1577808341085784,0.2107670325904807,0.21734923228163971,0.23763312798375338,0.24990356330944175,0.20367557878117323,0.16585252334056838,0.4287019239392829,0.3951760232768453,0.42382620377269115,0.42378986259320917,0.37883763509777063,0.42916299939423413,-0.1746644695332666,-0.17411807165961746,-0.1741113432451235,-0.17453173289147905,-0.17447233165590378,-0.17275962567038167,-0.11069978637799953,-0.1077218500653016,-0.10851223828917536,-0.10852224207116117,-0.10529638215709344,-0.1085743449161669,-0.059220579445103456,-0.05852437706952971,-0.05783097294325368,-0.05714096322314281,-0.06187806148676309,-0.05377035478608004,-0.06239883250330994,-0.062431659309115886,-0.06233931909036089,-0.06241572041315551,-0.06241535295219847,-0.06177271643221437,1.0,0.15461359939248773,0.6218696301390947,0.24903702406835113,-0.3516958126671786,-0.3585962969038588,-0.3604936190675155,-0.17426983407883312,-0.11166563907157182,0.3288771646078137,-0.05154094190692199,-0.08602132087515674,-0.09478339607137838,-0.04932955275936507,0.2921570075360122,0.2795828910254972,0.29206352926396656,0.3041390529752657,0.3150578593252042,0.26904569107977866,0.31348836930956026,0.2908859055611667,0.31167230262820583,0.28563844848729186,0.1198408933739336,0.04903621251859626,-0.06509238712160746,0.13061564098917877,0.0725531221482492,-0.2943860360255058,-0.3744095905396687,-0.1971555487561671,-0.17346628685501586
C1PA28AA = Age breast cancer diagnosed,0.0003578819543694281,-0.010459414406603173,-0.010790359755407366,-0.009034547142378863,-0.005889081760669649,-0.019579652216144418,-0.053059122614005375,-0.05901001852921952,-0.061997231344871534,-0.06286927224744657,-0.05453995897876864,-0.049296552688921594,-0.06908291823704042,-0.06500637467579345,-0.07003115192311524,-0.07036009621434315,-0.06119146677734252,-0.07354869170309489,0.07093423087211714,0.07140552075920858,0.0704812009408352,0.06966247770699875,0.07122035498808775,0.07220121538652881,0.04366999282265631,0.046392392660001884,0.04530328133658893,0.04356397606797258,0.04933691250597062,0.043965427908204104,0.04215826056774115,0.04645129857070883,0.048921042780272,0.050484756034945,0.030674421877846542,0.0623656698175903,-0.010958762592013394,-0.010958495543453512,-0.010961854706106179,-0.010958304546882286,-0.010958910864147823,-0.01092922330838985,0.15461359939248773,1.0,0.08288872161510495,-0.08644687038988946,0.006685310556118433,0.014585402487735846,0.01633039030679847,0.010111756754013837,0.08874173729087179,-0.10964870891788397,0.02049585579034179,0.05893383709240428,0.05646888919432423,0.014550815121621045,-0.049292417018025406,-0.050671872742462494,-0.014377058687078316,-0.03619540205763189,-0.018104952996167847,-0.046049610963918415,-0.015506665740650932,-0.047464276821253794,-0.017161671947674945,-0.04085353468502348,-0.027692033115522107,0.006998928326691735,-0.0009047212110890778,-0.02137985216144786,0.0062511219268995425,0.06746238359599978,0.10206148415984125,0.08259899588246153,0.041855392734950564
